collection_date,variant,variant_count,total_count,variant_frequency
2022-08-06,BA.5.3,73,663,0.11010558069381599
2022-08-06,Other,0,663,0
2022-08-06,XBB,0,663,0
2022-08-13,B.1.1.7,0,452,0
2022-08-13,B.1.617.2,0,452,0
2022-08-13,BA.1,1,452,0.0022123893805309734
2022-08-13,BA.2,3,452,0.00663716814159292
2022-08-13,BA.2.75,2,452,0.004424778761061947
2022-08-13,BA.4,40,452,0.08849557522123894
2022-08-13,BA.5,375,452,0.8296460176991151
2022-08-13,BA.5.3,31,452,0.06858407079646017
2022-08-13,Other,0,452,0
2022-08-13,XBB,0,452,0
2022-08-20,B.1.1.7,0,307,0
2022-08-20,B.1.617.2,0,307,0
2022-08-20,BA.1,1,307,0.003257328990228013
2022-08-20,BA.2,0,307,0
2022-08-20,BA.2.75,3,307,0.009771986970684038
2022-08-20,BA.4,33,307,0.10749185667752444
2022-08-20,BA.5,250,307,0.8143322475570033
2022-08-20,BA.5.3,20,307,0.06514657980456026
2022-08-20,Other,0,307,0
2022-08-20,XBB,0,307,0
2022-08-27,B.1.1.7,0,207,0
2022-08-27,B.1.617.2,0,207,0
2022-08-27,BA.1,0,207,0
2022-08-27,BA.2,2,207,0.00966183574879227
2022-08-27,BA.2.75,1,207,0.004830917874396135
2022-08-27,BA.4,18,207,0.08695652173913043
2022-08-27,BA.5,170,207,0.821256038647343
2022-08-27,BA.5.3,16,207,0.07729468599033816
2022-08-27,Other,0,207,0
2022-08-27,XBB,0,207,0
2022-09-03,B.1.1.7,0,207,0
2022-09-03,B.1.617.2,0,207,0
2022-09-03,BA.1,0,207,0
2022-09-03,BA.2,1,207,0.004830917874396135
2022-09-03,BA.2.75,2,207,0.00966183574879227
2022-09-03,BA.4,24,207,0.11594202898550725
2022-09-03,BA.5,163,207,0.7874396135265701
2022-09-03,BA.5.3,17,207,0.0821256038647343
2022-09-03,Other,0,207,0
2022-09-03,XBB,0,207,0
2022-09-10,B.1.1.7,0,175,0
2022-09-10,B.1.617.2,0,175,0
2022-09-10,BA.1,0,175,0
2022-09-10,BA.2,1,175,0.005714285714285714
2022-09-10,BA.2.75,2,175,0.011428571428571429
2022-09-10,BA.4,12,175,0.06857142857142857
2022-09-10,BA.5,150,175,0.8571428571428571
2022-09-10,BA.5.3,10,175,0.05714285714285714
2022-09-10,Other,0,175,0
2022-09-10,XBB,0,175,0
2022-09-17,B.1.1.7,0,269,0
2022-09-17,B.1.617.2,0,269,0
2022-09-17,BA.1,0,269,0
2022-09-17,BA.2,2,269,0.007434944237918215
2022-09-17,BA.2.75,5,269,0.01858736059479554
2022-09-17,BA.4,10,269,0.03717472118959108
2022-09-17,BA.5,230,269,0.8550185873605948
2022-09-17,BA.5.3,21,269,0.07806691449814127
2022-09-17,Other,0,269,0
2022-09-17,XBB,1,269,0.0037174721189591076
2022-09-24,B.1.1.7,0,300,0
2022-09-24,B.1.617.2,0,300,0
2022-09-24,BA.1,0,300,0
2022-09-24,BA.2,1,300,0.0033333333333333335
2022-09-24,BA.2.75,7,300,0.023333333333333334
2022-09-24,BA.4,17,300,0.056666666666666664
2022-09-24,BA.5,240,300,0.8
2022-09-24,BA.5.3,34,300,0.11333333333333333
2022-09-24,Other,0,300,0
2022-09-24,XBB,1,300,0.0033333333333333335
2022-10-01,B.1.1.7,0,404,0
2022-10-01,B.1.617.2,0,404,0
2022-10-01,BA.1,0,404,0
2022-10-01,BA.2,1,404,0.0024752475247524753
2022-10-01,BA.2.75,22,404,0.054455445544554455
2022-10-01,BA.4,27,404,0.06683168316831684
2022-10-01,BA.5,306,404,0.7574257425742574
2022-10-01,BA.5.3,48,404,0.1188118811881188
2022-10-01,Other,0,404,0
2022-10-01,XBB,0,404,0
2022-10-08,B.1.1.7,0,688,0
2022-10-08,B.1.617.2,0,688,0
2022-10-08,BA.1,0,688,0
2022-10-08,BA.2,2,688,0.0029069767441860465
2022-10-08,BA.2.75,31,688,0.04505813953488372
2022-10-08,BA.4,52,688,0.0755813953488372
2022-10-08,BA.5,459,688,0.6671511627906976
2022-10-08,BA.5.3,143,688,0.20784883720930233
2022-10-08,Other,0,688,0
2022-10-08,XBB,1,688,0.0014534883720930232
2022-10-15,B.1.1.7,0,474,0
2022-10-15,B.1.617.2,0,474,0
2022-10-15,BA.1,0,474,0
2022-10-15,BA.2,4,474,0.008438818565400843
2022-10-15,BA.2.75,34,474,0.07172995780590717
2022-10-15,BA.4,21,474,0.04430379746835443
2022-10-15,BA.5,308,474,0.6497890295358649
2022-10-15,BA.5.3,106,474,0.22362869198312235
2022-10-15,Other,0,474,0
2022-10-15,XBB,1,474,0.002109704641350211
2022-10-22,B.1.1.7,0,425,0
2022-10-22,B.1.617.2,0,425,0
2022-10-22,BA.1,0,425,0
2022-10-22,BA.2,3,425,0.007058823529411765
2022-10-22,BA.2.75,26,425,0.0611764705882353
2022-10-22,BA.4,15,425,0.03529411764705882
2022-10-22,BA.5,244,425,0.5741176470588235
2022-10-22,BA.5.3,133,425,0.3129411764705882
2022-10-22,Other,0,425,0
2022-10-22,XBB,4,425,0.009411764705882352
2022-10-29,B.1.1.7,0,277,0
2022-10-29,B.1.617.2,0,277,0
2022-10-29,BA.1,0,277,0
2022-10-29,BA.2,1,277,0.0036101083032490976
2022-10-29,BA.2.75,14,277,0.05054151624548736
2022-10-29,BA.4,10,277,0.036101083032490974
2022-10-29,BA.5,127,277,0.4584837545126354
2022-10-29,BA.5.3,123,277,0.44404332129963897
2022-10-29,Other,0,277,0
2022-10-29,XBB,2,277,0.007220216606498195
2022-11-05,B.1.1.7,0,132,0
2022-11-05,B.1.617.2,0,132,0
2022-11-05,BA.1,0,132,0
2022-11-05,BA.2,1,132,0.007575757575757576
2022-11-05,BA.2.75,11,132,0.08333333333333333
2022-11-05,BA.4,5,132,0.03787878787878788
2022-11-05,BA.5,46,132,0.3484848484848485
2022-11-05,BA.5.3,69,132,0.5227272727272727
2022-11-05,Other,0,132,0
2022-11-05,XBB,0,132,0
2022-11-12,B.1.1.7,0,105,0
2022-11-12,B.1.617.2,0,105,0
2022-11-12,BA.1,0,105,0
2022-11-12,BA.2,0,105,0
2022-11-12,BA.2.75,8,105,0.0761904761904762
2022-11-12,BA.4,1,105,0.009523809523809525
2022-11-12,BA.5,37,105,0.3523809523809524
2022-11-12,BA.5.3,59,105,0.5619047619047619
2022-11-12,Other,0,105,0
2022-11-12,XBB,0,105,0
2022-11-19,B.1.1.7,0,99,0
2022-11-19,B.1.617.2,0,99,0
2022-11-19,BA.1,0,99,0
2022-11-19,BA.2,0,99,0
2022-11-19,BA.2.75,7,99,0.0707070707070707
2022-11-19,BA.4,1,99,0.010101010101010102
2022-11-19,BA.5,29,99,0.29292929292929293
2022-11-19,BA.5.3,62,99,0.6262626262626263
2022-11-19,Other,0,99,0
2022-11-19,XBB,0,99,0
2022-11-26,B.1.1.7,0,152,0
2022-11-26,B.1.617.2,0,152,0
2022-11-26,BA.1,0,152,0
2022-11-26,BA.2,0,152,0
2022-11-26,BA.2.75,48,152,0.3157894736842105
2022-11-26,BA.4,3,152,0.019736842105263157
2022-11-26,BA.5,17,152,0.1118421052631579
2022-11-26,BA.5.3,82,152,0.5394736842105263
2022-11-26,Other,0,152,0
2022-11-26,XBB,2,152,0.013157894736842105
2022-12-03,B.1.1.7,0,180,0
2022-12-03,B.1.617.2,0,180,0
2022-12-03,BA.1,0,180,0
2022-12-03,BA.2,0,180,0
2022-12-03,BA.2.75,25,180,0.1388888888888889
2022-12-03,BA.4,5,180,0.027777777777777776
2022-12-03,BA.5,28,180,0.15555555555555556
2022-12-03,BA.5.3,117,180,0.65
2022-12-03,Other,0,180,0
2022-12-03,XBB,5,180,0.027777777777777776
2022-12-10,B.1.1.7,0,301,0
2022-12-10,B.1.617.2,0,301,0
2022-12-10,BA.1,1,301,0.0033222591362126247
2022-12-10,BA.2,1,301,0.0033222591362126247
2022-12-10,BA.2.75,76,301,0.25249169435215946
2022-12-10,BA.4,2,301,0.006644518272425249
2022-12-10,BA.5,22,301,0.07308970099667775
2022-12-10,BA.5.3,188,301,0.6245847176079734
2022-12-10,Other,0,301,0
2022-12-10,XBB,11,301,0.036544850498338874
2022-12-17,B.1.1.7,0,328,0
2022-12-17,B.1.617.2,0,328,0
2022-12-17,BA.1,1,328,0.003048780487804878
2022-12-17,BA.2,1,328,0.003048780487804878
2022-12-17,BA.2.75,78,328,0.23780487804878048
2022-12-17,BA.4,1,328,0.003048780487804878
2022-12-17,BA.5,16,328,0.04878048780487805
2022-12-17,BA.5.3,201,328,0.6128048780487805
2022-12-17,Other,0,328,0
2022-12-17,XBB,30,328,0.09146341463414634
2022-12-24,B.1.1.7,0,394,0
2022-12-24,B.1.617.2,0,394,0
2022-12-24,BA.1,1,394,0.0025380710659898475
2022-12-24,BA.2,0,394,0
2022-12-24,BA.2.75,115,394,0.2918781725888325
2022-12-24,BA.4,0,394,0
2022-12-24,BA.5,25,394,0.06345177664974619
2022-12-24,BA.5.3,232,394,0.5888324873096447
2022-12-24,Other,0,394,0
2022-12-24,XBB,21,394,0.0532994923857868
2022-12-31,B.1.1.7,0,484,0
2022-12-31,B.1.617.2,0,484,0
2022-12-31,BA.1,0,484,0
2022-12-31,BA.2,0,484,0
2022-12-31,BA.2.75,132,484,0.2727272727272727
2022-12-31,BA.4,2,484,0.004132231404958678
2022-12-31,BA.5,17,484,0.03512396694214876
2022-12-31,BA.5.3,320,484,0.6611570247933884
2022-12-31,Other,0,484,0
2022-12-31,XBB,13,484,0.026859504132231406
2023-01-07,B.1.1.7,0,304,0
2023-01-07,B.1.617.2,0,304,0
2023-01-07,BA.1,0,304,0
2023-01-07,BA.2,1,304,0.003289473684210526
2023-01-07,BA.2.75,90,304,0.29605263157894735
2023-01-07,BA.4,5,304,0.01644736842105263
2023-01-07,BA.5,14,304,0.046052631578947366
2023-01-07,BA.5.3,179,304,0.5888157894736842
2023-01-07,Other,0,304,0
2023-01-07,XBB,15,304,0.049342105263157895
2023-01-14,B.1.1.7,0,159,0
2023-01-14,B.1.617.2,0,159,0
2023-01-14,BA.1,0,159,0
2023-01-14,BA.2,0,159,0
2023-01-14,BA.2.75,61,159,0.3836477987421384
2023-01-14,BA.4,0,159,0
2023-01-14,BA.5,3,159,0.018867924528301886
2023-01-14,BA.5.3,88,159,0.5534591194968553
2023-01-14,Other,0,159,0
2023-01-14,XBB,7,159,0.0440251572327044
2023-01-21,B.1.1.7,0,114,0
2023-01-21,B.1.617.2,0,114,0
2023-01-21,BA.1,0,114,0
2023-01-21,BA.2,0,114,0
2023-01-21,BA.2.75,59,114,0.5175438596491229
2023-01-21,BA.4,0,114,0
2023-01-21,BA.5,1,114,0.008771929824561403
2023-01-21,BA.5.3,33,114,0.2894736842105263
2023-01-21,Other,1,114,0.008771929824561403
2023-01-21,XBB,20,114,0.17543859649122806
2023-01-28,B.1.1.7,0,117,0
2023-01-28,B.1.617.2,0,117,0
2023-01-28,BA.1,0,117,0
2023-01-28,BA.2,0,117,0
2023-01-28,BA.2.75,39,117,0.3333333333333333
2023-01-28,BA.4,0,117,0
2023-01-28,BA.5,3,117,0.02564102564102564
2023-01-28,BA.5.3,39,117,0.3333333333333333
2023-01-28,Other,0,117,0
2023-01-28,XBB,36,117,0.3076923076923077
2023-02-04,B.1.1.7,0,201,0
2023-02-04,B.1.617.2,0,201,0
2023-02-04,BA.1,0,201,0
2023-02-04,BA.2,0,201,0
2023-02-04,BA.2.75,72,201,0.3582089552238806
2023-02-04,BA.4,0,201,0
2023-02-04,BA.5,1,201,0.004975124378109453
2023-02-04,BA.5.3,44,201,0.21890547263681592
2023-02-04,Other,0,201,0
2023-02-04,XBB,84,201,0.417910447761194
2023-02-11,B.1.1.7,0,214,0
2023-02-11,B.1.617.2,0,214,0
2023-02-11,BA.1,0,214,0
2023-02-11,BA.2,0,214,0
2023-02-11,BA.2.75,79,214,0.3691588785046729
2023-02-11,BA.4,0,214,0
2023-02-11,BA.5,2,214,0.009345794392523364
2023-02-11,BA.5.3,18,214,0.08411214953271028
2023-02-11,Other,0,214,0
2023-02-11,XBB,115,214,0.5373831775700935
